PO Number,PO Line,Maximum of Subsidiary,Maximum of Department,Maximum of Location,Maximum of Created By,Maximum of PO Status,Maximum of Date,Maximum of Expected Receipt Date,Maximum of Promise Date,Maximum of Due Date,Maximum of Total Quantity,Maximum of Quantity Fulfilled/Received,Maximum of Open Qty,Maximum of Item Rate,Maximum of Total Quantity Amount,Maximum of Shipping Zip,Maximum of Shipping Country Code,Maximum of Terms,Maximum of Vendor Internal ID,Maximum of Vendor Name,Maximum of Vendor Zip Code,Maximum of Memo,Maximum of Item Internal ID,Maximum of Item MPN Name Custom,Maximum of Item Display Name,Maximum of Item Description,Maximum of Item GL Expense Account,Maximum of Item Type,Maximum of Product Line,Maximum of Primary UOM
P-BL0000126,1,Top Company : PwrQ Holdings : Bretco LLC,0000 - None,8373B Greensboro Dr,Erin Zorger,Pending Receipt,02/09/2025,03/26/2025,,,1,0,1,11000.00,11000.00,22203,US,Net 30,52393,INTERTEK,60005,"IEEE C37.20.2:2015 Standard For Metal-Clad Switchgear Assumes Concurrent Evaluation with Qu-01508279-0 Assumes 2 units Field Label Evaluation Construction Review, Testing, Reporting, Label to be applied with satisfactory evaluation If it is determined additional evaluation or testing required do to non-conformance or failure, a project change order quote may be issued.   Electrical – Travel and Expenses Intertek will charge for any expenses incurred during the completion of your project, plus a 12% administrative fee, up to (but not exceeding) $3,000. Expenses charged may include travel expenses, shipping costs including express shipment of deliverables, local taxes, and miscellaneous expenses. For any expenses incurred above  $3,000, a project change order request (PCOR) will be issued. client to be billed only for the expenses incurred. Expenses Shared with consideration with Qu-01508279-0 ",3520479,66410_Sales Concession,,,Sales Concession,Non-inventory Item,,Each
P-BL0000129,3,Top Company : PwrQ Holdings : Bretco LLC,0000 - None,8373B Greensboro Dr,Morgen Cooner,Pending Billing/Partially Received,02/11/2025,02/11/2025,,,1,0,1,.00,.00,,,Net 30,55390,IC-Allied Power and Control,21076,(1) CAN OF GRAY TOUCH UP SPRAY PAINT,3526882,240829121445,(1) CAN OF ANSI LIGHT GRAY TOUCH UP SPRAY PAINT,(1) CAN OF ANSI LIGHT GRAY TOUCH UP SPRAY PAINT,Cost of Sales - Manufactured Product,Inventory Item,,Each
P-BL0000129,4,Top Company : PwrQ Holdings : Bretco LLC,0000 - None,8373B Greensboro Dr,Morgen Cooner,Pending Billing/Partially Received,02/11/2025,02/11/2025,,,1,0,1,.00,.00,,,Net 30,55390,IC-Allied Power and Control,21076,PACK OF 10 STAINLESS STEEL SILVER PLUGS,3526882,250211015906,PACK OF 10 STAINLESS STEEL SILVER PLUGS,PACK OF 10 STAINLESS STEEL SILVER PLUGS,Cost of Sales - Manufactured Product,Inventory Item,,Each
P-BL0000143,1,Top Company : PwrQ Holdings : Bretco LLC,0000 - None,8373B Greensboro Dr,Morgen Cooner,Pending Receipt,02/13/2025,04/30/2025,,,1,0,1,40000.00,40000.00,22102,US,Net 30,55390,IC-Allied Power and Control,21076,"SHIP DATE: 04/30/2025 CLASS: SWITCHBOARD ELECTRICAL SPECIFICATIONS DESIGNED AND TESTED IN ACCORDANCE WITH UL/ NATIONAL ELECTRIC CODE / NEMA PB2 SYSTEM VOLTAGE – 480Y/277 VAC 3PH 4W 60HZ SYSTEM AMPACITY - 1600A SOURCE DESCRIPTION – MAIN BREAKER BOTTOM FED MAX AVAILABLE FAULT CURRENT (RMS) - 65KA BUSSING - COPPER (SILVER PLATED) NEUTRAL BUSS - 100% GROUND - INCLUDED ENCLOSURE – TYPE 3R OUTDOOR ACCESSIBILITY - FRONT ACCESS ONLY SERVICE ENTRANCE RATING – NONE EXTERIOR PAINT COLOR - ANSI-61 GRAY MAIN BREAKER DETAILS 1 - 1600AF/1600AT; 600VAC MAX; 100% RATED; 65KA AT 480VAC; 3 POLE; UL; DRAWOUT, ELECTRICALLY OPERATED, ELECTRONIC TRIP UNIT, LONG TIME, SHORT TIME, INSTANTANEOUS, GROUND FAULT CIRCUIT BREAKER TYPE WITH RELT, AUX CONTACTS AND SHUNT TRIP 120VAC OTHER ACCESSORIES 1 – LOT OF CAMLOCKS",3534129,WO-2253-5-1,"1600A 480Y/277 VAC 3PH 4W SWITCHBOARD, TYPE 1 INDOOR","SHIP DATE: 04/30/2025 CLASS: SWITCHBOARD ELECTRICAL SPECIFICATIONS DESIGNED AND TESTED IN ACCORDANCE WITH UL/ NATIONAL ELECTRIC CODE / NEMA PB2 SYSTEM VOLTAGE – 480Y/277 VAC 3PH 4W 60HZ SYSTEM AMPACITY - 1600A SOURCE DESCRIPTION – MAIN BREAKER BOTTOM FED MAX AVAILABLE FAULT CURRENT (RMS) - 65KA BUSSING - COPPER (SILVER PLATED) NEUTRAL BUSS - 100% GROUND - INCLUDED ENCLOSURE – TYPE 3R OUTDOOR ACCESSIBILITY - FRONT ACCESS ONLY SERVICE ENTRANCE RATING – NONE EXTERIOR PAINT COLOR - ANSI-61 GRAY MAIN BREAKER DETAILS 1 - 1600AF/1600AT; 600VAC MAX; 100% RATED; 65KA AT 480VAC; 3 POLE; UL; DRAWOUT, ELECTRICALLY OPERATED, ELECTRONIC TRIP UNIT, LONG TIME, SHORT TIME, INSTANTANEOUS, GROUND FAULT CIRCUIT BREAKER TYPE WITH RELT, AUX CONTACTS AND SHUNT TRIP 120VAC OTHER ACCESSORIES 1 – LOT OF CAMLOCKS",Cost of Sales - Manufactured Product,Assembly/Bill of Materials,,Each
P-BL0000150,3,Top Company : PwrQ Holdings : Bretco LLC,0000 - None,8373B Greensboro Dr,Morgen Cooner,Pending Billing/Partially Received,02/14/2025,02/28/2025,,,1,0,1,135000.00,135000.00,22102,US,Net 30,55390,IC-Allied Power and Control,21076,"SHIP DATE: 04/30/2025 CLASS: SWITCHBOARD ELECTRICAL SPECIFICATIONS DESIGNED AND TESTED IN ACCORDANCE WITH UL/ NATIONAL ELECTRIC CODE / NEMA PB2 SYSTEM VOLTAGE – 415 VAC 3PH 3W 60HZ SYSTEM AMPACITY - 3000A SOURCE DESCRIPTION – MAIN BREAKER BOTTOM FED MAX AVAILABLE FAULT CURRENT (RMS) - 100KA BUSSING - COPPER (SILVER PLATED) GROUND - INCLUDED ENCLOSURE – TYPE 1 INDOOR ACCESSIBILITY - FRONT ACCESS ONLY SERVICE ENTRANCE RATING – SERVICE ENTRANCE RATED EXTERIOR PAINT COLOR - ANSI-61 GRAY SECTION DETAILS SECTION 1/5 | MAIN BREAKER/CONTROL SECTION SECTION 2/5 | OUTGOING SECTION SECTION 3/5 | OUTGOING SECTION  SECTION 4/5 | OUTGOING SECTION SECTION 5/5 | OUTGOING SECTION MAIN BREAKER DETAILS 1 - 3200AF/2500AT; 600VAC MAX; 100% RATED; 100KA AT 480VAC; 3 POLE; UL; DRAWOUT, ELECTRICALLY OPERATED, ELECTRONIC TRIP UNIT, LONG TIME, SHORT TIME, INSTANTANEOUS, GROUND FAULT CIRCUIT BREAKER TYPE WITH RELT, MODBUS TCP & PADLOCK PROVISION",3537059,WO-2253-3-3,"3000A 415VAC 3PH 3W SWITCHBOARD, TYPE 1 INDOOR","SHIP DATE: 04/30/2025 CLASS: SWITCHBOARD ELECTRICAL SPECIFICATIONS DESIGNED AND TESTED IN ACCORDANCE WITH UL/ NATIONAL ELECTRIC CODE / NEMA PB2 SYSTEM VOLTAGE – 415 VAC 3PH 3W 60HZ SYSTEM AMPACITY - 3000A SOURCE DESCRIPTION – MAIN BREAKER BOTTOM FED MAX AVAILABLE FAULT CURRENT (RMS) - 100KA BUSSING - COPPER (SILVER PLATED) GROUND - INCLUDED ENCLOSURE – TYPE 1 INDOOR ACCESSIBILITY - FRONT ACCESS ONLY SERVICE ENTRANCE RATING – SERVICE ENTRANCE RATED EXTERIOR PAINT COLOR - ANSI-61 GRAY SECTION DETAILS SECTION 1/5 | MAIN BREAKER/CONTROL SECTION SECTION 2/5 | OUTGOING SECTION SECTION 3/5 | OUTGOING SECTION  SECTION 4/5 | OUTGOING SECTION SECTION 5/5 | OUTGOING SECTION MAIN BREAKER DETAILS 1 - 3200AF/2500AT; 600VAC MAX; 100% RATED; 100KA AT 480VAC; 3 POLE; UL; DRAWOUT, ELECTRICALLY OPERATED, ELECTRONIC TRIP UNIT, LONG TIME, SHORT TIME, INSTANTANEOUS, GROUND FAULT CIRCUIT BREAKER TYPE WITH RELT, MODBUS TCP & PADLOCK PROVISION",Cost of Sales - Manufactured Product,Assembly/Bill of Materials,,Each
P-BL0000150,4,Top Company : PwrQ Holdings : Bretco LLC,0000 - None,8373B Greensboro Dr,Morgen Cooner,Pending Billing/Partially Received,02/14/2025,05/31/2025,,,1,0,1,135000.00,135000.00,22102,US,Net 30,55390,IC-Allied Power and Control,21076,"SHIP DATE: 05/31/2025 CLASS: SWITCHBOARD ELECTRICAL SPECIFICATIONS DESIGNED AND TESTED IN ACCORDANCE WITH UL/ NATIONAL ELECTRIC CODE / NEMA PB2 SYSTEM VOLTAGE – 415 VAC 3PH 3W 60HZ SYSTEM AMPACITY - 3000A SOURCE DESCRIPTION – MAIN BREAKER BOTTOM FED MAX AVAILABLE FAULT CURRENT (RMS) - 100KA BUSSING - COPPER (SILVER PLATED) GROUND - INCLUDED ENCLOSURE – TYPE 1 INDOOR ACCESSIBILITY - FRONT ACCESS ONLY SERVICE ENTRANCE RATING – SERVICE ENTRANCE RATED EXTERIOR PAINT COLOR - ANSI-61 GRAY SECTION DETAILS SECTION 1/5 | MAIN BREAKER/CONTROL SECTION SECTION 2/5 | OUTGOING SECTION SECTION 3/5 | OUTGOING SECTION  SECTION 4/5 | OUTGOING SECTION SECTION 5/5 | OUTGOING SECTION MAIN BREAKER DETAILS 1 - 3200AF/2500AT; 600VAC MAX; 100% RATED; 100KA AT 480VAC; 3 POLE; UL; DRAWOUT, ELECTRICALLY OPERATED, ELECTRONIC TRIP UNIT, LONG TIME, SHORT TIME, INSTANTANEOUS, GROUND FAULT CIRCUIT BREAKER TYPE WITH RELT, MODBUS TCP & PADLOCK PROVISION",3537059,WO-2253-3-4,"3000A 415VAC 3PH 3W SWITCHBOARD, TYPE 1 INDOOR","SHIP DATE: 05/31/2025 CLASS: SWITCHBOARD ELECTRICAL SPECIFICATIONS DESIGNED AND TESTED IN ACCORDANCE WITH UL/ NATIONAL ELECTRIC CODE / NEMA PB2 SYSTEM VOLTAGE – 415 VAC 3PH 3W 60HZ SYSTEM AMPACITY - 3000A SOURCE DESCRIPTION – MAIN BREAKER BOTTOM FED MAX AVAILABLE FAULT CURRENT (RMS) - 100KA BUSSING - COPPER (SILVER PLATED) GROUND - INCLUDED ENCLOSURE – TYPE 1 INDOOR ACCESSIBILITY - FRONT ACCESS ONLY SERVICE ENTRANCE RATING – SERVICE ENTRANCE RATED EXTERIOR PAINT COLOR - ANSI-61 GRAY SECTION DETAILS SECTION 1/5 | MAIN BREAKER/CONTROL SECTION SECTION 2/5 | OUTGOING SECTION SECTION 3/5 | OUTGOING SECTION  SECTION 4/5 | OUTGOING SECTION SECTION 5/5 | OUTGOING SECTION MAIN BREAKER DETAILS 1 - 3200AF/2500AT; 600VAC MAX; 100% RATED; 100KA AT 480VAC; 3 POLE; UL; DRAWOUT, ELECTRICALLY OPERATED, ELECTRONIC TRIP UNIT, LONG TIME, SHORT TIME, INSTANTANEOUS, GROUND FAULT CIRCUIT BREAKER TYPE WITH RELT, MODBUS TCP & PADLOCK PROVISION",Cost of Sales - Manufactured Product,Assembly/Bill of Materials,,Each
P-BL0000150,5,Top Company : PwrQ Holdings : Bretco LLC,0000 - None,8373B Greensboro Dr,Morgen Cooner,Pending Billing/Partially Received,02/14/2025,06/30/2025,,,1,0,1,135000.00,135000.00,22102,US,Net 30,55390,IC-Allied Power and Control,21076,"SHIP DATE: 06/30/2025 CLASS: SWITCHBOARD ELECTRICAL SPECIFICATIONS DESIGNED AND TESTED IN ACCORDANCE WITH UL/ NATIONAL ELECTRIC CODE / NEMA PB2 SYSTEM VOLTAGE – 415 VAC 3PH 3W 60HZ SYSTEM AMPACITY - 3000A SOURCE DESCRIPTION – MAIN BREAKER BOTTOM FED MAX AVAILABLE FAULT CURRENT (RMS) - 100KA BUSSING - COPPER (SILVER PLATED) GROUND - INCLUDED ENCLOSURE – TYPE 1 INDOOR ACCESSIBILITY - FRONT ACCESS ONLY SERVICE ENTRANCE RATING – SERVICE ENTRANCE RATED EXTERIOR PAINT COLOR - ANSI-61 GRAY SECTION DETAILS SECTION 1/5 | MAIN BREAKER/CONTROL SECTION SECTION 2/5 | OUTGOING SECTION SECTION 3/5 | OUTGOING SECTION  SECTION 4/5 | OUTGOING SECTION SECTION 5/5 | OUTGOING SECTION MAIN BREAKER DETAILS 1 - 3200AF/2500AT; 600VAC MAX; 100% RATED; 100KA AT 480VAC; 3 POLE; UL; DRAWOUT, ELECTRICALLY OPERATED, ELECTRONIC TRIP UNIT, LONG TIME, SHORT TIME, INSTANTANEOUS, GROUND FAULT CIRCUIT BREAKER TYPE WITH RELT, MODBUS TCP & PADLOCK PROVISION",3537059,WO-2253-3-5,"3000A 415VAC 3PH 3W SWITCHBOARD, TYPE 1 INDOOR","SHIP DATE: 06/30/2025 CLASS: SWITCHBOARD ELECTRICAL SPECIFICATIONS DESIGNED AND TESTED IN ACCORDANCE WITH UL/ NATIONAL ELECTRIC CODE / NEMA PB2 SYSTEM VOLTAGE – 415 VAC 3PH 3W 60HZ SYSTEM AMPACITY - 3000A SOURCE DESCRIPTION – MAIN BREAKER BOTTOM FED MAX AVAILABLE FAULT CURRENT (RMS) - 100KA BUSSING - COPPER (SILVER PLATED) GROUND - INCLUDED ENCLOSURE – TYPE 1 INDOOR ACCESSIBILITY - FRONT ACCESS ONLY SERVICE ENTRANCE RATING – SERVICE ENTRANCE RATED EXTERIOR PAINT COLOR - ANSI-61 GRAY SECTION DETAILS SECTION 1/5 | MAIN BREAKER/CONTROL SECTION SECTION 2/5 | OUTGOING SECTION SECTION 3/5 | OUTGOING SECTION  SECTION 4/5 | OUTGOING SECTION SECTION 5/5 | OUTGOING SECTION MAIN BREAKER DETAILS 1 - 3200AF/2500AT; 600VAC MAX; 100% RATED; 100KA AT 480VAC; 3 POLE; UL; DRAWOUT, ELECTRICALLY OPERATED, ELECTRONIC TRIP UNIT, LONG TIME, SHORT TIME, INSTANTANEOUS, GROUND FAULT CIRCUIT BREAKER TYPE WITH RELT, MODBUS TCP & PADLOCK PROVISION",Cost of Sales - Manufactured Product,Assembly/Bill of Materials,,Each
P-BL0000151,1,Top Company : PwrQ Holdings : Bretco LLC,0000 - None,8373B Greensboro Dr,Morgen Cooner,Pending Receipt,02/14/2025,02/28/2025,,,1,0,1,30000.00,30000.00,22102,US,Net 30,55390,IC-Allied Power and Control,21076,SHIP DATE: 02/28/2025 CLASS: SWITCHBOARD ELECTRICAL SPECIFICATIONS DESIGNED AND TESTED IN ACCORDANCE WITH UL/ NATIONAL ELECTRIC CODE / NEMA PB2 SYSTEM VOLTAGE – 415 VAC 3PH 3W 60HZ SYSTEM AMPACITY - 3000A SOURCE DESCRIPTION – MAIN LUG ONLY BOTTOM FED MAX AVAILABLE FAULT CURRENT (RMS) - 65KA BUSSING - COPPER (SILVER PLATED) NEUTRAL BUSS - 100% GROUND - INCLUDED ENCLOSURE – TYPE 3R OUTDOOR ACCESSIBILITY - FRONT ACCESS ONLY SERVICE ENTRANCE RATING – NONE EXTERIOR PAINT COLOR - ANSI-61 GRAY SECTION DETAILS SECTION 1/2 | MAIN LUG SECTION SECTION 2/2 | CAMLOCK SECTION MAIN LUG DETAILS 1 – 3000A MAIN LUGS OTHER ACCESSORIES 1 – LOT OF CAMLOCKS,3537161,WO-2253-4-1,"3000A 415 VAC 3PH 3W SWITCHBOARD, TYPE 3R OUTDOOR",SHIP DATE: 02/28/2025 CLASS: SWITCHBOARD ELECTRICAL SPECIFICATIONS DESIGNED AND TESTED IN ACCORDANCE WITH UL/ NATIONAL ELECTRIC CODE / NEMA PB2 SYSTEM VOLTAGE – 415 VAC 3PH 3W 60HZ SYSTEM AMPACITY - 3000A SOURCE DESCRIPTION – MAIN LUG ONLY BOTTOM FED MAX AVAILABLE FAULT CURRENT (RMS) - 65KA BUSSING - COPPER (SILVER PLATED) NEUTRAL BUSS - 100% GROUND - INCLUDED ENCLOSURE – TYPE 3R OUTDOOR ACCESSIBILITY - FRONT ACCESS ONLY SERVICE ENTRANCE RATING – NONE EXTERIOR PAINT COLOR - ANSI-61 GRAY SECTION DETAILS SECTION 1/2 | MAIN LUG SECTION SECTION 2/2 | CAMLOCK SECTION MAIN LUG DETAILS 1 – 3000A MAIN LUGS OTHER ACCESSORIES 1 – LOT OF CAMLOCKS,Cost of Sales - Manufactured Product,Assembly/Bill of Materials,,Each
P-BL0000151,2,Top Company : PwrQ Holdings : Bretco LLC,0000 - None,8373B Greensboro Dr,Morgen Cooner,Pending Receipt,02/14/2025,03/31/2025,,,1,0,1,30000.00,30000.00,22102,US,Net 30,55390,IC-Allied Power and Control,21076,SHIP DATE: 03/31/2025 CLASS: SWITCHBOARD ELECTRICAL SPECIFICATIONS DESIGNED AND TESTED IN ACCORDANCE WITH UL/ NATIONAL ELECTRIC CODE / NEMA PB2 SYSTEM VOLTAGE – 415 VAC 3PH 3W 60HZ SYSTEM AMPACITY - 3000A SOURCE DESCRIPTION – MAIN LUG ONLY BOTTOM FED MAX AVAILABLE FAULT CURRENT (RMS) - 65KA BUSSING - COPPER (SILVER PLATED) NEUTRAL BUSS - 100% GROUND - INCLUDED ENCLOSURE – TYPE 3R OUTDOOR ACCESSIBILITY - FRONT ACCESS ONLY SERVICE ENTRANCE RATING – NONE EXTERIOR PAINT COLOR - ANSI-61 GRAY SECTION DETAILS SECTION 1/2 | MAIN LUG SECTION SECTION 2/2 | CAMLOCK SECTION MAIN LUG DETAILS 1 – 3000A MAIN LUGS OTHER ACCESSORIES 1 – LOT OF CAMLOCKS,3537161,WO-2253-4-2,"3000A 415 VAC 3PH 3W SWITCHBOARD, TYPE 3R OUTDOOR",SHIP DATE: 03/31/2025 CLASS: SWITCHBOARD ELECTRICAL SPECIFICATIONS DESIGNED AND TESTED IN ACCORDANCE WITH UL/ NATIONAL ELECTRIC CODE / NEMA PB2 SYSTEM VOLTAGE – 415 VAC 3PH 3W 60HZ SYSTEM AMPACITY - 3000A SOURCE DESCRIPTION – MAIN LUG ONLY BOTTOM FED MAX AVAILABLE FAULT CURRENT (RMS) - 65KA BUSSING - COPPER (SILVER PLATED) NEUTRAL BUSS - 100% GROUND - INCLUDED ENCLOSURE – TYPE 3R OUTDOOR ACCESSIBILITY - FRONT ACCESS ONLY SERVICE ENTRANCE RATING – NONE EXTERIOR PAINT COLOR - ANSI-61 GRAY SECTION DETAILS SECTION 1/2 | MAIN LUG SECTION SECTION 2/2 | CAMLOCK SECTION MAIN LUG DETAILS 1 – 3000A MAIN LUGS OTHER ACCESSORIES 1 – LOT OF CAMLOCKS,Cost of Sales - Manufactured Product,Assembly/Bill of Materials,,Each
P-BL0000151,3,Top Company : PwrQ Holdings : Bretco LLC,0000 - None,8373B Greensboro Dr,Morgen Cooner,Pending Receipt,02/14/2025,04/30/2025,,,1,0,1,30000.00,30000.00,22102,US,Net 30,55390,IC-Allied Power and Control,21076,SHIP DATE: 04/30/2025 CLASS: SWITCHBOARD ELECTRICAL SPECIFICATIONS DESIGNED AND TESTED IN ACCORDANCE WITH UL/ NATIONAL ELECTRIC CODE / NEMA PB2 SYSTEM VOLTAGE – 415 VAC 3PH 3W 60HZ SYSTEM AMPACITY - 3000A SOURCE DESCRIPTION – MAIN LUG ONLY BOTTOM FED MAX AVAILABLE FAULT CURRENT (RMS) - 65KA BUSSING - COPPER (SILVER PLATED) NEUTRAL BUSS - 100% GROUND - INCLUDED ENCLOSURE – TYPE 3R OUTDOOR ACCESSIBILITY - FRONT ACCESS ONLY SERVICE ENTRANCE RATING – NONE EXTERIOR PAINT COLOR - ANSI-61 GRAY SECTION DETAILS SECTION 1/2 | MAIN LUG SECTION SECTION 2/2 | CAMLOCK SECTION MAIN LUG DETAILS 1 – 3000A MAIN LUGS OTHER ACCESSORIES 1 – LOT OF CAMLOCKS,3537161,WO-2253-4-3,"3000A 415 VAC 3PH 3W SWITCHBOARD, TYPE 3R OUTDOOR",SHIP DATE: 04/30/2025 CLASS: SWITCHBOARD ELECTRICAL SPECIFICATIONS DESIGNED AND TESTED IN ACCORDANCE WITH UL/ NATIONAL ELECTRIC CODE / NEMA PB2 SYSTEM VOLTAGE – 415 VAC 3PH 3W 60HZ SYSTEM AMPACITY - 3000A SOURCE DESCRIPTION – MAIN LUG ONLY BOTTOM FED MAX AVAILABLE FAULT CURRENT (RMS) - 65KA BUSSING - COPPER (SILVER PLATED) NEUTRAL BUSS - 100% GROUND - INCLUDED ENCLOSURE – TYPE 3R OUTDOOR ACCESSIBILITY - FRONT ACCESS ONLY SERVICE ENTRANCE RATING – NONE EXTERIOR PAINT COLOR - ANSI-61 GRAY SECTION DETAILS SECTION 1/2 | MAIN LUG SECTION SECTION 2/2 | CAMLOCK SECTION MAIN LUG DETAILS 1 – 3000A MAIN LUGS OTHER ACCESSORIES 1 – LOT OF CAMLOCKS,Cost of Sales - Manufactured Product,Assembly/Bill of Materials,,Each
P-BL0000151,4,Top Company : PwrQ Holdings : Bretco LLC,0000 - None,8373B Greensboro Dr,Morgen Cooner,Pending Receipt,02/14/2025,05/30/2025,,,1,0,1,30000.00,30000.00,22102,US,Net 30,55390,IC-Allied Power and Control,21076,SHIP DATE: 05/31/2025 CLASS: SWITCHBOARD ELECTRICAL SPECIFICATIONS DESIGNED AND TESTED IN ACCORDANCE WITH UL/ NATIONAL ELECTRIC CODE / NEMA PB2 SYSTEM VOLTAGE – 415 VAC 3PH 3W 60HZ SYSTEM AMPACITY - 3000A SOURCE DESCRIPTION – MAIN LUG ONLY BOTTOM FED MAX AVAILABLE FAULT CURRENT (RMS) - 65KA BUSSING - COPPER (SILVER PLATED) NEUTRAL BUSS - 100% GROUND - INCLUDED ENCLOSURE – TYPE 3R OUTDOOR ACCESSIBILITY - FRONT ACCESS ONLY SERVICE ENTRANCE RATING – NONE EXTERIOR PAINT COLOR - ANSI-61 GRAY SECTION DETAILS SECTION 1/2 | MAIN LUG SECTION SECTION 2/2 | CAMLOCK SECTION MAIN LUG DETAILS 1 – 3000A MAIN LUGS OTHER ACCESSORIES 1 – LOT OF CAMLOCKS,3537161,WO-2253-4-4,"3000A 415 VAC 3PH 3W SWITCHBOARD, TYPE 3R OUTDOOR",SHIP DATE: 05/31/2025 CLASS: SWITCHBOARD ELECTRICAL SPECIFICATIONS DESIGNED AND TESTED IN ACCORDANCE WITH UL/ NATIONAL ELECTRIC CODE / NEMA PB2 SYSTEM VOLTAGE – 415 VAC 3PH 3W 60HZ SYSTEM AMPACITY - 3000A SOURCE DESCRIPTION – MAIN LUG ONLY BOTTOM FED MAX AVAILABLE FAULT CURRENT (RMS) - 65KA BUSSING - COPPER (SILVER PLATED) NEUTRAL BUSS - 100% GROUND - INCLUDED ENCLOSURE – TYPE 3R OUTDOOR ACCESSIBILITY - FRONT ACCESS ONLY SERVICE ENTRANCE RATING – NONE EXTERIOR PAINT COLOR - ANSI-61 GRAY SECTION DETAILS SECTION 1/2 | MAIN LUG SECTION SECTION 2/2 | CAMLOCK SECTION MAIN LUG DETAILS 1 – 3000A MAIN LUGS OTHER ACCESSORIES 1 – LOT OF CAMLOCKS,Cost of Sales - Manufactured Product,Assembly/Bill of Materials,,Each
P-BL0000151,5,Top Company : PwrQ Holdings : Bretco LLC,0000 - None,8373B Greensboro Dr,Morgen Cooner,Pending Receipt,02/14/2025,06/30/2025,,,1,0,1,30000.00,30000.00,22102,US,Net 30,55390,IC-Allied Power and Control,21076,SHIP DATE: 06/30/2025 CLASS: SWITCHBOARD ELECTRICAL SPECIFICATIONS DESIGNED AND TESTED IN ACCORDANCE WITH UL/ NATIONAL ELECTRIC CODE / NEMA PB2 SYSTEM VOLTAGE – 415 VAC 3PH 3W 60HZ SYSTEM AMPACITY - 3000A SOURCE DESCRIPTION – MAIN LUG ONLY BOTTOM FED MAX AVAILABLE FAULT CURRENT (RMS) - 65KA BUSSING - COPPER (SILVER PLATED) NEUTRAL BUSS - 100% GROUND - INCLUDED ENCLOSURE – TYPE 3R OUTDOOR ACCESSIBILITY - FRONT ACCESS ONLY SERVICE ENTRANCE RATING – NONE EXTERIOR PAINT COLOR - ANSI-61 GRAY SECTION DETAILS SECTION 1/2 | MAIN LUG SECTION SECTION 2/2 | CAMLOCK SECTION MAIN LUG DETAILS 1 – 3000A MAIN LUGS OTHER ACCESSORIES 1 – LOT OF CAMLOCKs,3537161,WO-2253-4-5,"3000A 415 VAC 3PH 3W SWITCHBOARD, TYPE 3R OUTDOOR",SHIP DATE: 06/30/2025 CLASS: SWITCHBOARD ELECTRICAL SPECIFICATIONS DESIGNED AND TESTED IN ACCORDANCE WITH UL/ NATIONAL ELECTRIC CODE / NEMA PB2 SYSTEM VOLTAGE – 415 VAC 3PH 3W 60HZ SYSTEM AMPACITY - 3000A SOURCE DESCRIPTION – MAIN LUG ONLY BOTTOM FED MAX AVAILABLE FAULT CURRENT (RMS) - 65KA BUSSING - COPPER (SILVER PLATED) NEUTRAL BUSS - 100% GROUND - INCLUDED ENCLOSURE – TYPE 3R OUTDOOR ACCESSIBILITY - FRONT ACCESS ONLY SERVICE ENTRANCE RATING – NONE EXTERIOR PAINT COLOR - ANSI-61 GRAY SECTION DETAILS SECTION 1/2 | MAIN LUG SECTION SECTION 2/2 | CAMLOCK SECTION MAIN LUG DETAILS 1 – 3000A MAIN LUGS OTHER ACCESSORIES 1 – LOT OF CAMLOCKs,Cost of Sales - Manufactured Product,Assembly/Bill of Materials,,Each
